PointName,X,Y,Z
Root,-7.988461851590211,-0.6567259804182193,-6.805468499660492
MCP,-17.638552639323542,121.03731628740194,-23.581302642822266
PIP,-20.056351990469942,151.52736896209072,-27.784434177899076
DIP,-22.455955982260935,181.78796609287005,-31.955934680953934
End,-24.916696381486094,212.81953385118516,-36.23371545160255
