PointName,X,Y,Z
Root,-10.276612487575791,6.396308071004163,-6.805468329361471
MCP,5.231876811429457,104.68197086393766,-23.629729606650464
PIP,8.591133261142337,125.97139114761706,-27.273992250015272
DIP,12.012381560379865,147.65368722343956,-30.985506258316825
End,15.970502669651584,172.7384359142373,-35.27944246484416
