PointName,X,Y,Z
Root,-7.988461851590211,-0.6567259804182193,-6.805468499660492
MCP,24.98440884700048,99.15770563567004,-19.48164415359497
PIP,30.676761289045437,116.38941496286108,-21.670026842474677
DIP,35.97370786027993,132.42416414019482,-23.706398676163523
End,43.60827404511087,155.5352814990749,-26.641451037395807
