-5.38,0.00
-5.38,0.00
-5.38,0.00
-5.38,0.00
-5.38,0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,0.00
-5.38,0.00
-5.38,-0.00
-5.38,-0.00
-5.38,0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,-0.00
-5.38,0.00
-5.38,-0.00
-5.38,0.00
-5.38,0.00
-5.38,0.00
-5.38,0.00
-5.38,0.00
-5.38,0.00
-5.38,-0.00
-5.38,0.00
-5.41,-0.00
-5.41,-0.04
-5.41,-0.04
-5.41,-0.04
-5.41,-0.04
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,0.00
-10.15,-0.00
-10.15,0.01
-9.89,0.08
-9.56,0.47
-9.23,0.89
-8.94,1.09
-8.95,1.40
-8.31,1.42
-7.66,1.89
-7.28,2.77
-7.05,3.09
-6.74,3.19
-6.38,3.55
-6.05,3.96
-5.70,4.19
-5.53,4.63
-5.24,4.80
-4.99,5.00
-4.78,5.30
-4.51,5.54
-4.28,5.70
-4.01,5.99
-3.70,6.33
-3.55,6.50
-3.26,6.62
-3.03,6.99
-2.78,7.17
-2.58,7.32
-2.37,7.50
-2.16,7.74
-2.03,7.81
-1.84,7.83
-1.59,8.04
-1.34,8.24
-1.20,8.53
-1.04,8.57
-0.88,8.58
-0.72,8.74
-0.63,8.88
-0.54,8.88
-0.35,8.86
-0.31,9.06
-0.18,8.97
-0.13,9.04
0.08,9.03
0.21,9.24
0.33,9.38
-1.09,9.08
-3.41,6.78
-4.49,1.20
-4.86,0.16
-4.95,0.11
-5.08,0.15
-5.08,0.16
-5.08,0.21
-5.08,0.28
-5.08,0.33
-5.10,0.35
-5.10,0.36
-5.20,0.33
-5.24,0.27
-5.24,0.21
-4.89,0.38
-4.84,0.72
-4.84,0.94
-4.53,1.06
-4.64,1.34
-4.86,1.18
-4.80,0.79
-4.47,0.85
-3.99,1.48
-3.20,2.63
-2.88,3.46
-2.59,4.27
-2.11,4.91
-1.89,5.47
-1.58,5.90
-1.30,6.50
-2.01,6.70
-2.39,5.05
-2.45,3.92
-1.37,3.91
-0.71,6.24
0.03,8.18
0.26,8.94
0.58,9.19
1.08,9.75
1.20,10.13
1.46,10.11
1.70,10.37
1.89,10.49
2.05,10.67
2.21,10.76
2.42,10.83
2.47,10.98
2.58,10.79
2.76,10.93
3.03,11.14
3.18,11.41
3.47,11.68
3.66,11.88
3.82,12.01
4.04,12.03
4.16,12.15
4.38,12.15
4.50,12.36
4.61,12.30
4.63,12.22
1.79,10.32
-0.66,6.24
-1.79,1.31
-2.28,0.49
-2.60,0.40
-3.08,0.21
-3.22,0.04
-3.28,0.05
-3.34,0.07
-3.41,0.10
-3.57,0.10
-3.59,0.01
-3.62,0.03
-3.64,0.04
-3.68,0.06
-3.72,0.04
-3.76,0.03
-3.78,0.03
-3.80,0.04
-3.83,0.04
-3.85,0.04
-3.85,0.03
-3.95,0.05
-2.55,0.02
0.24,2.66
1.58,5.42
2.58,8.69
3.45,10.45
4.00,11.15
4.50,11.89
4.75,12.51
4.96,12.51
5.17,12.55
5.22,12.18
5.33,12.00
5.50,12.14
5.66,12.31
5.83,12.45
5.98,12.64
6.15,12.72
6.26,12.72
6.43,12.83
6.53,12.94
6.66,12.92
6.89,13.02
6.93,13.30
7.12,13.22
7.17,13.26
7.33,13.33
7.56,13.45
7.79,13.67
8.01,13.82
8.39,13.79
8.53,14.22
8.73,14.13
8.96,14.13
9.80,14.29
8.70,12.69
8.01,9.57
5.00,8.55
1.80,3.55
0.30,0.69
-0.26,0.34
-0.55,0.15
-0.68,0.18
-0.72,0.19
0.62,0.38
3.09,2.62
4.58,4.55
5.84,7.39
6.50,9.19
7.31,9.65
7.64,10.76
8.22,11.22
8.55,11.59
8.68,11.89
9.06,11.97
9.31,12.28
9.40,12.54
9.64,12.53
9.94,12.64
9.96,12.91
10.14,12.66
10.23,12.71
10.46,12.69
10.53,12.93
10.57,12.84
10.11,12.39
7.18,10.33
2.58,6.93
1.16,1.04
0.38,0.32
-0.04,0.20
-0.10,0.12
-0.29,0.18
-0.43,0.15
-0.50,0.11
-0.53,0.14
-0.53,0.16
-0.55,0.20
-0.58,0.22
-0.59,0.23
-0.59,0.24
-0.62,0.26
-0.64,0.26
-0.70,0.26
-0.72,0.23
-0.76,0.23
-0.84,0.20
