-10.18,0.00
-10.18,-0.00
-10.18,0.00
-10.18,0.00
-10.18,0.00
-10.18,-0.00
-10.18,-0.00
-10.18,-0.00
-10.18,-0.00
-10.18,-0.00
-10.18,0.00
-10.18,0.00
-10.18,0.00
-10.18,0.00
-10.18,-0.00
-10.18,0.00
-10.18,-0.00
-10.16,0.00
-9.06,0.00
-9.06,-0.00
-9.06,0.00
-9.06,-0.00
-9.06,-0.00
-9.06,-0.00
-9.06,0.00
-9.06,0.00
-9.06,-0.00
-9.06,0.00
-9.06,-0.00
-9.06,0.00
-6.12,0.01
-5.18,0.08
-5.18,0.13
-5.18,0.12
-5.18,0.12
-5.22,0.11
-5.22,0.08
-5.22,0.07
-5.22,0.07
-5.22,0.07
-5.22,0.07
-5.22,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.24,0.07
-5.30,0.07
-5.35,0.04
-5.39,0.01
-6.59,0.00
-6.63,0.00
-6.59,-0.00
-6.30,0.00
-6.30,-0.00
-6.05,-0.00
-5.20,0.01
-5.22,0.11
-5.26,0.09
-5.28,0.07
-5.32,0.05
-5.43,0.03
-5.78,0.01
-7.38,-0.00
-7.38,0.00
-7.36,-0.00
-7.34,0.00
-6.70,0.00
-5.37,0.00
-5.26,0.02
-5.12,0.09
-4.74,0.14
-4.66,0.38
-4.64,0.43
-4.26,0.43
-3.97,0.64
-3.76,0.83
-3.47,0.99
-3.22,1.10
-2.89,1.28
-2.70,1.55
-2.38,1.60
-2.32,1.80
-2.04,1.86
-1.76,1.98
-1.58,2.20
-1.39,2.33
-1.21,2.39
-1.11,2.51
-1.04,2.59
-0.92,2.60
-0.70,2.69
-0.60,2.86
-0.60,2.87
-0.50,2.84
-0.41,2.94
-0.38,2.96
-0.31,2.96
-0.31,2.98
-0.24,2.98
-0.17,3.03
-0.10,3.07
0.09,3.10
0.21,3.30
-0.35,3.16
-0.79,2.79
-2.53,2.16
-3.93,0.62
-4.14,0.22
-4.24,0.17
-4.36,0.16
-4.39,0.15
-4.39,0.17
-4.41,0.19
-4.41,0.19
-4.41,0.20
-4.45,0.21
-4.45,0.21
-4.45,0.22
-4.47,0.22
-4.49,0.22
-4.51,0.21
-4.55,0.20
-4.78,0.19
-6.70,0.07
-6.70,0.00
-6.70,0.00
-6.70,0.00
-6.70,-0.00
-6.72,0.00
-8.20,-0.00
-8.20,0.00
-8.56,-0.00
5.66,-0.04
6.04,0.03
6.04,-0.00
6.04,0.00
6.04,-0.00
6.04,-0.00
-6.88,0.01
-5.14,0.05
-5.16,0.10
-5.20,0.04
-5.26,0.01
-5.16,0.01
-5.16,0.06
-5.16,0.05
-5.16,0.05
-5.16,0.06
-5.16,0.06
-5.16,0.06
-5.16,0.06
-5.20,0.05
-5.20,0.03
-5.28,0.03
-9.84,-0.00
-3.97,-0.01
-4.12,0.01
-8.48,0.01
-4.87,0.03
-4.89,0.23
-5.12,0.18
-5.30,0.04
-6.95,-0.00
-6.53,0.01
-6.53,0.00
-6.59,0.00
-6.63,0.00
-7.57,0.00
-5.84,-0.00
-6.16,-0.00
-6.12,-0.00
-6.05,0.00
-5.99,0.00
-4.72,0.02
-4.80,0.18
-4.85,0.27
-4.89,0.22
-4.89,0.21
-4.89,0.20
-4.91,0.19
-4.91,0.19
-4.93,0.18
-5.09,0.14
-5.18,0.09
-9.38,0.02
-6.47,0.01
-6.49,0.01
-6.57,0.00
-6.72,-0.00
-6.14,0.01
-5.22,0.01
-5.03,0.10
-5.03,0.15
-5.03,0.17
-5.03,0.16
-5.07,0.15
-5.07,0.12
-4.88,0.14
-4.76,0.20
-4.74,0.33
-4.83,0.31
-4.93,0.26
-5.07,0.16
-5.14,0.07
-5.14,0.05
-5.14,0.06
-5.12,0.08
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.09
-5.12,0.10
-5.11,0.11
-5.11,0.11
-5.11,0.11
-5.11,0.11
-5.05,0.12
-4.99,0.15
-4.74,0.23
-4.74,0.33
-4.97,0.33
-5.05,0.15
-5.05,0.11
-5.07,0.11
-5.07,0.11
-5.14,0.10
-7.89,0.07
-7.61,-0.00
-7.64,0.01
-8.11,-0.00
-7.38,0.01
-5.82,-0.00
-5.07,0.04
-5.07,0.15
-5.07,0.15
-5.07,0.14
-5.07,0.14
